epoch,accuracy,loss,val_accuracy,val_loss
0,0.31343284249305725,1.847656488418579,0.4508928656578064,1.5288904905319214
1,0.5550373196601868,1.360175609588623,0.6316964030265808,1.1676900386810303
2,0.6679104566574097,1.0423839092254639,0.6875,1.0038038492202759
3,0.7425373196601868,0.8366654515266418,0.7232142686843872,0.8761654496192932
4,0.8078358173370361,0.6746609807014465,0.75,0.8590812683105469
5,0.8600746393203735,0.5478436946868896,0.7589285969734192,0.7474468946456909
6,0.8899253606796265,0.44463616609573364,0.7834821343421936,0.7130512595176697
7,0.9281716346740723,0.3665858209133148,0.8191964030265808,0.6670497059822083
8,0.9319030046463013,0.336296409368515,0.8348214030265808,0.6395366787910461
9,0.9589552283287048,0.26572057604789734,0.8191964030265808,0.638043999671936
10,0.9701492786407471,0.21905763447284698,0.8348214030265808,0.6343843340873718
11,0.9785447716712952,0.2001522183418274,0.8459821343421936,0.5962146520614624
12,0.9813432693481445,0.18548183143138885,0.8325892686843872,0.6038012504577637
13,0.9850746393203735,0.16273917257785797,0.84375,0.5892069935798645
14,0.9897388219833374,0.14356669783592224,0.8348214030265808,0.6108742952346802
15,0.9897388219833374,0.13449670374393463,0.8303571343421936,0.6156014204025269
16,0.9944030046463013,0.11659213155508041,0.8392857313156128,0.5628420114517212
17,0.996268630027771,0.10679859668016434,0.8459821343421936,0.5782923698425293
18,0.9944030046463013,0.10584744065999985,0.84375,0.5755453109741211
19,0.9944030046463013,0.09997763484716415,0.8459821343421936,0.560789167881012
20,0.996268630027771,0.10215271264314651,0.8459821343421936,0.5783191323280334
21,0.9981343150138855,0.08942291885614395,0.8348214030265808,0.5983909368515015
22,0.9981343150138855,0.08333859592676163,0.8459821343421936,0.5674389004707336
23,0.996268630027771,0.09609697759151459,0.8214285969734192,0.6978481411933899
24,0.9934701323509216,0.10714291036128998,0.8325892686843872,0.669961154460907
25,0.9990671873092651,0.08998505771160126,0.8482142686843872,0.6025570034980774
26,1.0,0.08141129463911057,0.8549107313156128,0.5326836705207825
27,0.9990671873092651,0.06559126079082489,0.859375,0.5167381167411804
28,1.0,0.06381987035274506,0.8526785969734192,0.5576604008674622
29,0.9990671873092651,0.057218585163354874,0.8504464030265808,0.5639005899429321
